Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
64,58,5,5,58,53,22,Train/22/00022_00001_00026.png
30,29,6,5,25,24,34,Test/00429.png
29,30,6,5,24,25,12,Train/12/00012_00000_00003.png
28,27,5,5,23,22,34,Train/34/00034_00001_00000.png
31,31,5,5,26,26,4,Train/4/00004_00045_00001.png
37,37,5,6,32,32,11,Train/11/00011_00034_00000.png
40,40,6,5,35,35,36,Train/36/00036_00009_00018.png
57,59,5,5,52,53,2,Train/2/00002_00038_00014.png
41,44,6,5,36,38,38,Train/38/00038_00056_00003.png
40,41,6,6,35,36,10,Train/10/00010_00004_00019.png
36,37,5,6,31,32,35,Train/35/00035_00023_00011.png
29,29,5,5,24,24,7,Train/7/00007_00025_00003.png
29,28,6,6,24,23,29,Test/08483.png
35,35,5,5,29,29,8,Train/8/00008_00006_00013.png
34,34,6,6,28,28,8,Train/8/00008_00002_00012.png
74,87,7,8,67,80,15,Train/15/00015_00002_00025.png
40,37,6,5,35,32,18,Train/18/00018_00002_00006.png
34,35,5,6,29,30,7,Train/7/00007_00004_00006.png
38,41,5,6,33,36,16,Train/16/00016_00003_00012.png
32,31,5,6,27,26,13,Train/13/00013_00063_00004.png
48,42,5,6,43,37,1,Test/06855.png
44,45,5,5,38,39,35,Train/35/00035_00027_00026.png
38,34,6,6,33,29,25,Test/09225.png
37,36,6,5,32,31,38,Train/38/00038_00002_00000.png
47,44,6,6,42,39,8,Train/8/00008_00018_00017.png
53,44,5,5,48,39,22,Train/22/00022_00001_00020.png
51,53,6,6,46,48,35,Test/01038.png
45,39,6,5,39,34,26,Test/10547.png
46,47,5,6,41,42,2,Train/2/00002_00014_00020.png
55,56,5,6,50,51,8,Train/8/00008_00023_00026.png
36,37,6,5,31,31,33,Train/33/00033_00014_00001.png
34,35,5,6,29,30,30,Test/12563.png
107,96,9,9,97,87,18,Train/18/00018_00010_00020.png
30,29,5,6,25,24,31,Train/31/00031_00024_00001.png
81,81,8,8,74,74,5,Train/5/00005_00022_00028.png
52,49,5,6,47,44,29,Train/29/00029_00004_00017.png
68,62,7,5,64,57,18,Train/18/00018_00010_00001.png
61,63,6,5,56,57,2,Train/2/00002_00015_00011.png
52,49,6,6,47,44,18,Test/02857.png
36,36,6,6,31,31,8,Train/8/00008_00009_00009.png
43,44,6,5,38,39,6,Train/6/00006_00010_00018.png
32,33,5,6,27,28,17,Train/17/00017_00005_00009.png
33,34,5,6,28,29,12,Test/03648.png
73,64,6,6,67,59,13,Train/13/00013_00057_00001.png
44,45,5,6,39,40,7,Train/7/00007_00040_00028.png
30,31,6,6,25,26,17,Train/17/00017_00003_00010.png
34,35,5,6,29,30,35,Train/35/00035_00011_00010.png
31,32,6,6,26,27,36,Train/36/00036_00010_00005.png
39,41,5,6,34,36,5,Train/5/00005_00000_00014.png
34,37,5,5,29,32,3,Train/3/00003_00043_00018.png
36,36,6,6,30,31,5,Train/5/00005_00010_00011.png
28,29,5,6,23,24,10,Test/12309.png
68,63,7,5,62,58,37,Test/03616.png
37,39,6,6,32,34,17,Train/17/00017_00019_00006.png
93,93,8,8,85,85,18,Train/18/00018_00037_00028.png
76,69,7,6,69,63,31,Train/31/00031_00019_00025.png
57,61,6,6,52,56,16,Test/11586.png
44,42,5,6,39,37,18,Train/18/00018_00001_00000.png
57,55,6,5,52,50,25,Train/25/00025_00034_00010.png
33,34,5,6,28,29,7,Train/7/00007_00039_00010.png
56,55,6,6,50,50,4,Train/4/00004_00004_00011.png
34,35,6,6,29,30,8,Train/8/00008_00046_00013.png
43,43,5,5,38,38,6,Train/6/00006_00011_00019.png
41,38,5,6,36,33,23,Train/23/00023_00007_00008.png
36,39,5,6,31,34,34,Test/00432.png
49,43,6,5,44,38,26,Train/26/00026_00008_00016.png
98,87,8,7,90,80,11,Train/11/00011_00038_00025.png
157,148,13,13,144,136,11,Train/11/00011_00016_00029.png
33,34,5,6,28,29,15,Train/15/00015_00006_00011.png
30,28,5,5,25,23,5,Test/07288.png
34,34,6,6,29,29,8,Train/8/00008_00006_00009.png
71,61,7,6,65,56,12,Test/11916.png
30,29,5,5,25,24,18,Test/09383.png
34,31,6,6,28,25,12,Train/12/00012_00001_00006.png
28,29,6,6,23,24,41,Train/41/00041_00006_00003.png
30,31,5,5,25,26,5,Train/5/00005_00038_00008.png
89,88,8,8,81,81,40,Train/40/00040_00008_00022.png
58,52,5,5,53,47,20,Train/20/00020_00010_00022.png
36,34,6,5,30,29,18,Train/18/00018_00030_00011.png
39,43,6,5,33,38,33,Train/33/00033_00015_00018.png
41,41,5,5,36,36,38,Train/38/00038_00013_00020.png
100,100,8,9,91,92,16,Train/16/00016_00013_00029.png
75,63,7,5,69,57,13,Train/13/00013_00004_00024.png
35,35,5,5,30,30,12,Train/12/00012_00009_00009.png
38,38,6,6,33,32,9,Train/9/00009_00034_00015.png
36,38,5,5,30,32,19,Test/03405.png
127,106,11,9,116,97,12,Train/12/00012_00010_00028.png
61,63,5,6,56,58,35,Train/35/00035_00017_00020.png
62,56,5,6,57,51,13,Train/13/00013_00042_00024.png
51,51,6,6,46,46,4,Train/4/00004_00026_00020.png
43,45,5,6,38,40,2,Train/2/00002_00062_00012.png
32,32,6,5,26,26,35,Train/35/00035_00025_00002.png
63,64,6,6,58,59,9,Train/9/00009_00014_00023.png
48,45,5,6,42,40,30,Test/02599.png
28,27,6,6,22,22,37,Train/37/00037_00004_00004.png
57,57,6,5,52,52,12,Train/12/00012_00035_00026.png
65,63,6,6,60,58,25,Train/25/00025_00013_00024.png
49,49,6,6,44,44,9,Train/9/00009_00035_00018.png
44,42,6,6,39,37,18,Test/00563.png
44,45,6,6,39,39,35,Test/11609.png
51,48,5,6,45,42,11,Train/11/00011_00007_00007.png
34,31,5,5,28,25,22,Train/22/00022_00004_00010.png
39,38,6,5,34,33,12,Train/12/00012_00040_00003.png
27,28,5,6,22,23,10,Train/10/00010_00026_00002.png
147,148,13,12,135,136,8,Train/8/00008_00029_00029.png
94,82,9,7,86,74,29,Train/29/00029_00005_00025.png
74,76,6,7,68,70,9,Test/00165.png
43,42,6,5,38,37,10,Train/10/00010_00014_00018.png
43,40,6,6,38,35,13,Train/13/00013_00029_00017.png
37,37,6,5,32,32,1,Train/1/00001_00012_00011.png
43,43,5,5,38,38,14,Train/14/00014_00012_00000.png
47,47,6,5,42,42,3,Train/3/00003_00013_00020.png
61,57,5,5,56,52,25,Test/10682.png
47,47,6,5,41,41,31,Train/31/00031_00013_00019.png
33,33,6,6,28,28,8,Train/8/00008_00033_00014.png
27,53,6,5,22,48,17,Test/01221.png
44,47,6,5,39,42,7,Train/7/00007_00028_00024.png
74,74,6,6,68,68,10,Train/10/00010_00014_00029.png
43,43,5,5,38,38,9,Train/9/00009_00015_00027.png
30,33,5,6,25,28,1,Train/1/00001_00011_00003.png
36,36,6,6,31,31,8,Train/8/00008_00020_00002.png
55,58,5,6,49,52,1,Train/1/00001_00020_00012.png
26,26,5,5,20,21,5,Train/5/00005_00061_00001.png
34,33,5,5,29,28,2,Train/2/00002_00007_00002.png
33,33,6,6,28,28,5,Test/08706.png
75,75,6,6,69,69,35,Test/01018.png
37,38,5,5,32,33,34,Train/34/00034_00012_00029.png
28,30,5,6,23,25,33,Train/33/00033_00006_00004.png
70,69,6,6,64,63,4,Train/4/00004_00051_00025.png
29,30,5,5,24,24,5,Train/5/00005_00043_00001.png
29,28,5,5,24,23,3,Test/00878.png
41,40,6,6,36,35,11,Test/04217.png
40,40,6,6,35,35,36,Train/36/00036_00000_00009.png
54,55,5,6,49,50,12,Train/12/00012_00060_00018.png
41,42,5,5,36,36,17,Train/17/00017_00005_00018.png
27,26,6,5,22,21,38,Train/38/00038_00054_00000.png
33,34,6,6,28,29,35,Train/35/00035_00027_00009.png
39,34,5,6,34,29,18,Train/18/00018_00026_00002.png
50,59,5,6,45,54,14,Test/08884.png
45,43,5,5,39,37,13,Test/10751.png
96,83,8,7,88,76,13,Train/13/00013_00019_00028.png
28,29,5,6,23,24,10,Train/10/00010_00038_00000.png
44,44,5,5,39,39,3,Train/3/00003_00017_00011.png
44,46,5,6,38,40,4,Train/4/00004_00013_00019.png
54,52,5,5,48,47,11,Test/12362.png
40,40,5,5,35,35,8,Train/8/00008_00042_00017.png
76,76,6,7,70,70,9,Train/9/00009_00044_00026.png
28,28,5,5,23,23,4,Test/04825.png
63,99,6,9,58,91,13,Train/13/00013_00023_00026.png
28,31,5,6,23,26,3,Train/3/00003_00031_00007.png
35,38,6,6,30,33,40,Train/40/00040_00010_00006.png
36,40,6,6,31,35,17,Train/17/00017_00018_00016.png
34,30,5,5,29,25,11,Train/11/00011_00019_00010.png
33,34,5,6,28,29,2,Train/2/00002_00042_00012.png
43,42,6,5,38,37,4,Test/09872.png
33,32,6,5,28,27,19,Train/19/00019_00003_00002.png
31,32,5,5,26,27,38,Test/01347.png
77,81,7,7,71,74,9,Train/9/00009_00022_00028.png
43,44,6,6,38,39,31,Train/31/00031_00011_00016.png
37,38,5,6,31,33,31,Train/31/00031_00003_00002.png
41,47,5,6,35,42,15,Train/15/00015_00012_00017.png
133,123,11,11,122,113,28,Test/07332.png
29,29,5,5,24,24,9,Train/9/00009_00007_00003.png
32,32,5,6,26,27,38,Test/04311.png
77,70,7,6,71,64,13,Test/11420.png
31,32,5,6,26,27,4,Train/4/00004_00036_00003.png
40,39,5,5,35,34,2,Train/2/00002_00070_00017.png
37,37,6,6,31,32,12,Test/07156.png
44,41,5,5,39,36,26,Train/26/00026_00001_00007.png
71,69,7,7,64,63,2,Train/2/00002_00038_00019.png
29,30,5,6,24,25,33,Train/33/00033_00011_00001.png
74,69,6,7,68,63,13,Train/13/00013_00003_00017.png
49,50,6,6,44,44,5,Train/5/00005_00035_00018.png
55,54,6,5,50,49,18,Train/18/00018_00019_00014.png
95,95,8,8,86,86,24,Test/10363.png
46,46,6,6,41,41,39,Train/39/00039_00005_00015.png
32,32,6,6,27,27,38,Train/38/00038_00063_00009.png
56,56,5,5,51,51,2,Train/2/00002_00074_00027.png
69,62,7,6,63,57,11,Train/11/00011_00010_00014.png
44,45,5,6,39,40,5,Train/5/00005_00019_00017.png
50,44,6,6,44,39,11,Train/11/00011_00005_00006.png
28,27,6,5,23,22,9,Train/9/00009_00031_00002.png
60,61,5,6,55,56,8,Train/8/00008_00023_00027.png
38,38,6,6,32,32,1,Train/1/00001_00032_00008.png
92,83,9,7,84,76,13,Train/13/00013_00030_00026.png
30,30,6,6,25,25,17,Train/17/00017_00035_00011.png
52,58,6,6,47,53,1,Test/01251.png
29,31,6,6,24,26,9,Train/9/00009_00009_00000.png
34,45,6,5,29,40,17,Train/17/00017_00002_00018.png
32,33,5,6,27,28,16,Train/16/00016_00002_00012.png
70,62,6,5,64,56,22,Train/22/00022_00000_00021.png
44,42,6,6,39,37,21,Train/21/00021_00002_00016.png
47,48,6,6,41,43,5,Train/5/00005_00041_00021.png
48,48,6,6,43,43,1,Train/1/00001_00004_00025.png
42,43,5,6,37,38,13,Train/13/00013_00069_00017.png
34,34,6,6,29,29,7,Train/7/00007_00024_00004.png
34,38,5,6,28,32,9,Test/07641.png
128,111,11,10,117,102,18,Test/06897.png
48,43,6,6,43,38,25,Train/25/00025_00045_00017.png
42,43,5,6,37,38,10,Test/07996.png
28,31,5,6,23,26,12,Test/01420.png
31,29,5,6,26,23,18,Train/18/00018_00000_00021.png
69,60,7,5,63,55,11,Train/11/00011_00005_00016.png
50,51,6,5,45,46,5,Train/5/00005_00004_00022.png
42,39,5,6,36,34,28,Test/08236.png
34,36,6,6,29,31,6,Train/6/00006_00003_00009.png
43,43,6,5,38,38,10,Test/05754.png
39,37,6,5,34,32,5,Test/10760.png
60,59,6,5,55,54,8,Train/8/00008_00011_00024.png
64,69,5,7,59,63,12,Train/12/00012_00045_00016.png
40,42,5,5,35,37,35,Train/35/00035_00018_00019.png
43,42,6,5,38,37,5,Train/5/00005_00006_00012.png
35,31,5,6,30,26,10,Train/10/00010_00032_00011.png
38,38,6,6,33,33,38,Train/38/00038_00031_00004.png
74,75,7,7,68,69,12,Train/12/00012_00017_00024.png
43,43,6,5,38,38,9,Train/9/00009_00031_00029.png
55,54,6,6,50,49,4,Train/4/00004_00030_00021.png
46,45,6,5,41,40,1,Train/1/00001_00046_00009.png
38,36,6,5,33,31,12,Train/12/00012_00016_00014.png
39,39,5,5,34,34,13,Train/13/00013_00058_00017.png
36,36,5,5,31,31,18,Train/18/00018_00037_00002.png
48,51,6,5,43,46,4,Train/4/00004_00026_00018.png
35,36,6,6,29,31,39,Train/39/00039_00001_00013.png
46,53,5,5,40,48,25,Test/09753.png
38,39,5,6,33,34,8,Test/10464.png
41,38,5,6,35,33,10,Train/10/00010_00001_00015.png
61,62,5,6,56,57,12,Test/12324.png
55,58,6,6,50,52,38,Test/09015.png
46,47,6,6,41,42,12,Train/12/00012_00054_00017.png
38,43,5,6,32,37,15,Train/15/00015_00012_00009.png
47,51,6,6,42,46,6,Test/09591.png
45,40,5,5,40,35,18,Train/18/00018_00006_00005.png
40,40,5,5,35,35,40,Train/40/00040_00006_00006.png
50,59,5,6,45,54,15,Train/15/00015_00011_00015.png
36,35,6,6,31,30,8,Train/8/00008_00017_00010.png
32,34,5,6,27,29,3,Train/3/00003_00025_00009.png
46,47,5,6,41,42,10,Train/10/00010_00049_00022.png
33,34,6,6,28,29,5,Train/5/00005_00039_00014.png
54,52,6,5,49,47,38,Train/38/00038_00063_00022.png
41,37,5,5,36,32,29,Train/29/00029_00005_00010.png
46,44,6,5,41,39,2,Test/02169.png
42,41,6,5,37,36,10,Train/10/00010_00050_00017.png
71,70,6,6,65,64,9,Test/01866.png
36,38,5,6,31,33,8,Train/8/00008_00014_00008.png
52,45,6,5,47,40,21,Train/21/00021_00004_00022.png
105,93,10,9,95,85,18,Train/18/00018_00010_00019.png
39,41,5,5,33,35,18,Train/18/00018_00012_00015.png
52,51,5,5,47,46,10,Test/09120.png
53,47,6,6,48,42,28,Train/28/00028_00010_00010.png
39,40,6,6,34,35,16,Train/16/00016_00009_00019.png
53,48,6,6,48,43,13,Test/01474.png
46,46,5,5,41,41,13,Train/13/00013_00069_00019.png
26,28,5,5,21,23,17,Test/10256.png
35,35,6,5,30,30,3,Test/10881.png
61,53,6,6,56,48,25,Test/04768.png
117,104,10,10,107,95,31,Train/31/00031_00025_00027.png
60,61,5,6,55,56,41,Test/08135.png
44,58,5,5,39,53,1,Train/1/00001_00030_00017.png
38,38,6,5,32,33,31,Train/31/00031_00013_00013.png
42,42,5,5,37,37,18,Train/18/00018_00019_00007.png
34,35,5,6,29,30,12,Train/12/00012_00022_00002.png
35,35,6,6,30,30,5,Test/01755.png
38,37,6,6,33,32,12,Test/04002.png
36,41,5,6,31,36,13,Test/11605.png
58,57,5,6,53,52,2,Train/2/00002_00028_00029.png
57,58,5,6,52,53,28,Test/04298.png
42,45,6,6,37,40,17,Train/17/00017_00031_00018.png
29,26,5,5,24,21,13,Train/13/00013_00031_00000.png
54,53,5,5,49,48,2,Train/2/00002_00003_00011.png
85,74,8,6,78,68,13,Test/00257.png
31,32,5,5,26,27,3,Train/3/00003_00038_00009.png
70,62,7,5,64,57,21,Train/21/00021_00010_00023.png
52,53,6,6,47,48,30,Train/30/00030_00011_00018.png
42,41,5,6,37,36,12,Train/12/00012_00051_00017.png
43,44,5,6,38,39,1,Test/03962.png
85,85,7,7,78,78,33,Train/33/00033_00009_00012.png
43,44,5,6,38,39,4,Train/4/00004_00000_00001.png
48,54,6,6,42,48,35,Train/35/00035_00003_00028.png
68,69,7,6,62,63,5,Train/5/00005_00051_00027.png
117,104,11,10,107,95,31,Train/31/00031_00014_00026.png
96,97,8,9,88,89,3,Train/3/00003_00021_00028.png
34,33,5,5,29,28,13,Train/13/00013_00066_00002.png
35,36,5,6,30,31,38,Train/38/00038_00062_00014.png
172,159,15,13,158,145,11,Test/10948.png
43,45,5,6,38,40,7,Train/7/00007_00041_00019.png
52,51,6,5,47,46,8,Train/8/00008_00020_00014.png
88,88,8,7,81,80,1,Train/1/00001_00051_00028.png
36,34,5,6,31,29,25,Train/25/00025_00037_00009.png
29,28,6,6,24,23,2,Train/2/00002_00002_00003.png
40,39,5,5,35,34,34,Test/12493.png
36,36,5,5,31,31,38,Train/38/00038_00031_00002.png
37,35,5,5,32,29,23,Train/23/00023_00002_00002.png
34,39,6,6,29,34,12,Train/12/00012_00025_00005.png
49,45,6,5,44,40,13,Train/13/00013_00028_00011.png
82,81,8,7,75,74,7,Test/03828.png
49,48,5,5,44,43,3,Test/04561.png
39,40,5,5,33,35,7,Test/12263.png
32,30,5,5,27,25,27,Train/27/00027_00007_00000.png
30,31,5,5,24,25,4,Test/04744.png
30,39,5,6,25,34,33,Train/33/00033_00018_00007.png
50,43,6,6,45,38,25,Train/25/00025_00046_00009.png
41,43,6,6,36,38,10,Test/08151.png
106,105,9,10,97,96,35,Train/35/00035_00017_00026.png
52,51,5,6,47,46,22,Test/10175.png
64,56,6,5,59,51,25,Train/25/00025_00018_00021.png
38,36,6,5,33,31,5,Test/06984.png
87,88,8,7,80,81,38,Test/07769.png
29,30,6,5,23,24,39,Train/39/00039_00009_00004.png
43,43,6,5,38,38,5,Train/5/00005_00011_00013.png
35,35,5,5,30,30,39,Train/39/00039_00004_00010.png
29,29,6,6,24,24,20,Train/20/00020_00004_00000.png
36,37,5,5,31,32,7,Train/7/00007_00008_00012.png
53,52,6,5,48,47,38,Train/38/00038_00062_00022.png
36,39,6,5,31,33,32,Train/32/00032_00005_00024.png
33,34,5,6,28,29,12,Test/00248.png
42,44,6,5,37,39,15,Train/15/00015_00000_00005.png
140,124,13,10,128,114,11,Train/11/00011_00022_00026.png
55,71,5,7,49,64,1,Train/1/00001_00030_00021.png
109,104,10,9,100,95,0,Train/0/00000_00003_00029.png
50,46,6,6,45,41,25,Test/03948.png
36,38,5,6,31,32,5,Train/5/00005_00043_00014.png
59,60,6,5,54,54,12,Test/07689.png
32,32,5,5,26,26,8,Test/12152.png
34,35,6,6,29,30,36,Train/36/00036_00007_00013.png
31,30,6,5,26,25,1,Test/07127.png
31,31,5,5,26,26,12,Train/12/00012_00017_00003.png
35,36,5,6,30,31,9,Test/03401.png
91,88,8,7,83,81,12,Train/12/00012_00005_00027.png
34,35,5,6,29,30,38,Test/12099.png
27,27,5,5,22,22,10,Test/01717.png
46,44,6,5,41,38,13,Train/13/00013_00034_00022.png
119,115,11,10,109,105,12,Test/07639.png
58,54,6,5,53,49,28,Train/28/00028_00007_00004.png
35,35,6,6,30,30,23,Test/04112.png
45,44,5,6,40,39,13,Train/13/00013_00017_00005.png
36,36,5,6,31,31,5,Test/04178.png
35,36,6,6,30,31,2,Test/06841.png
52,46,6,6,46,41,13,Train/13/00013_00061_00005.png
38,39,5,6,33,34,10,Train/10/00010_00020_00018.png
32,32,6,5,27,27,5,Train/5/00005_00006_00001.png
47,47,5,5,42,42,8,Train/8/00008_00025_00026.png
74,79,6,7,68,72,34,Train/34/00034_00002_00027.png
85,85,7,7,78,78,3,Train/3/00003_00018_00026.png
39,39,6,6,34,34,5,Test/04644.png
76,80,6,8,70,73,2,Train/2/00002_00065_00019.png
30,31,5,6,25,26,7,Train/7/00007_00036_00003.png
34,37,5,5,29,32,10,Train/10/00010_00022_00001.png
32,33,6,6,27,28,8,Train/8/00008_00038_00001.png
37,35,5,5,31,29,28,Train/28/00028_00017_00004.png
26,29,5,6,21,24,6,Train/6/00006_00011_00000.png
29,30,6,5,24,24,38,Train/38/00038_00020_00006.png
43,43,6,6,38,38,4,Test/03998.png
32,34,5,6,27,29,17,Train/17/00017_00033_00019.png
71,71,7,6,65,65,12,Train/12/00012_00065_00020.png
54,49,5,5,49,44,13,Train/13/00013_00007_00019.png
50,52,6,6,45,47,35,Train/35/00035_00012_00022.png
40,35,6,5,35,30,13,Train/13/00013_00016_00006.png
43,44,5,6,38,39,7,Test/06230.png
42,40,5,5,37,35,7,Train/7/00007_00001_00026.png
72,60,6,5,65,55,20,Train/20/00020_00006_00026.png
165,144,14,13,151,131,13,Train/13/00013_00020_00029.png
76,74,6,7,69,67,31,Train/31/00031_00003_00026.png
32,33,5,6,27,28,16,Train/16/00016_00002_00011.png
73,74,6,7,67,68,33,Train/33/00033_00011_00024.png
53,56,6,5,47,50,38,Train/38/00038_00056_00014.png
37,32,6,6,32,27,10,Train/10/00010_00032_00012.png
30,33,5,6,25,28,38,Train/38/00038_00014_00010.png
38,39,5,6,32,33,39,Train/39/00039_00003_00014.png
72,69,7,7,65,63,22,Train/22/00022_00008_00024.png
70,71,6,6,64,65,9,Train/9/00009_00005_00027.png
146,143,12,12,134,131,12,Test/07766.png
39,39,5,6,33,34,3,Test/01771.png
107,104,9,9,98,95,11,Train/11/00011_00032_00025.png
62,58,6,5,57,53,13,Train/13/00013_00015_00003.png
32,33,5,5,27,28,33,Train/33/00033_00019_00011.png
48,59,6,6,47,54,1,Train/1/00001_00055_00000.png
32,33,5,6,27,28,30,Test/08126.png
33,33,5,5,28,28,4,Test/02800.png
27,31,5,6,22,25,5,Train/5/00005_00060_00008.png
113,100,10,8,104,92,25,Test/04156.png
54,54,6,6,49,49,2,Train/2/00002_00028_00027.png
71,65,6,6,65,60,23,Test/05464.png
26,28,5,5,21,22,35,Train/35/00035_00007_00002.png
89,88,8,7,82,81,5,Test/03498.png
26,25,6,5,21,20,41,Train/41/00041_00004_00000.png
32,32,5,5,27,27,3,Train/3/00003_00036_00007.png
49,49,6,5,43,43,5,Train/5/00005_00047_00019.png
158,154,13,14,145,141,14,Test/00303.png
55,51,6,5,50,46,11,Train/11/00011_00026_00008.png
36,41,5,6,31,35,34,Train/34/00034_00005_00016.png
72,73,7,6,66,67,4,Test/09865.png
45,44,6,5,40,39,10,Train/10/00010_00052_00014.png
34,33,6,5,29,28,9,Train/9/00009_00041_00013.png
56,61,5,6,51,56,38,Train/38/00038_00022_00025.png
42,39,6,6,36,34,25,Train/25/00025_00009_00016.png
76,74,7,6,69,68,16,Train/16/00016_00013_00024.png
68,73,6,7,62,67,14,Train/14/00014_00020_00016.png
38,39,6,5,33,34,10,Train/10/00010_00027_00013.png
45,42,6,6,40,37,13,Test/07903.png
41,43,5,6,36,38,2,Test/07666.png
82,81,8,7,75,74,12,Train/12/00012_00042_00017.png
44,46,6,6,39,41,8,Train/8/00008_00000_00017.png
51,51,6,6,46,46,8,Train/8/00008_00013_00017.png
35,35,5,5,30,30,4,Train/4/00004_00053_00001.png
29,30,6,6,24,25,3,Train/3/00003_00043_00002.png
63,63,6,6,58,58,20,Test/03337.png
92,83,8,8,84,76,29,Test/01205.png
45,43,6,5,39,38,4,Train/4/00004_00004_00001.png
61,57,6,6,56,52,24,Train/24/00024_00000_00021.png
51,48,5,5,46,43,25,Train/25/00025_00033_00017.png
74,71,6,6,68,65,35,Test/02245.png
63,64,5,5,58,59,38,Train/38/00038_00000_00024.png
30,31,6,6,25,26,9,Train/9/00009_00020_00014.png
61,63,5,5,56,58,35,Test/06268.png
44,45,5,6,39,40,4,Test/06313.png
35,35,5,5,30,30,1,Train/1/00001_00047_00004.png
42,42,6,6,37,37,3,Test/10107.png
32,33,5,5,27,28,15,Train/15/00015_00016_00011.png
45,46,5,6,39,40,14,Train/14/00014_00004_00009.png
34,35,5,6,29,30,2,Test/10369.png
41,47,6,6,36,42,17,Test/06251.png
33,33,5,5,27,28,17,Train/17/00017_00023_00011.png
37,38,6,5,32,33,38,Train/38/00038_00045_00020.png
41,41,5,5,36,36,38,Train/38/00038_00044_00008.png
120,111,10,9,110,102,23,Train/23/00023_00008_00026.png
40,40,6,6,35,35,9,Test/11845.png
31,32,6,6,25,26,17,Test/08801.png
51,51,6,6,45,46,32,Train/32/00032_00004_00021.png
70,68,6,7,64,62,11,Test/11321.png
34,33,6,5,28,27,8,Train/8/00008_00009_00003.png
167,146,15,12,152,134,13,Train/13/00013_00003_00027.png
37,35,5,5,32,30,31,Train/31/00031_00025_00001.png
56,59,5,6,51,54,40,Train/40/00040_00010_00020.png
62,63,6,6,56,58,33,Train/33/00033_00007_00013.png
53,50,6,5,48,45,32,Train/32/00032_00001_00026.png
41,41,6,6,35,36,32,Test/06899.png
57,57,6,6,52,52,4,Test/06449.png
33,33,6,6,28,28,2,Train/2/00002_00070_00009.png
107,105,10,10,98,96,2,Train/2/00002_00000_00029.png
73,71,7,6,67,65,12,Train/12/00012_00020_00029.png
55,56,6,6,50,51,27,Train/27/00027_00003_00024.png
42,42,5,6,37,37,9,Train/9/00009_00006_00019.png
57,53,5,5,51,47,24,Train/24/00024_00000_00020.png
42,46,5,6,37,41,3,Train/3/00003_00043_00025.png
41,39,5,6,36,34,13,Train/13/00013_00024_00007.png
28,27,6,5,23,22,37,Train/37/00037_00002_00002.png
30,32,5,5,25,27,17,Train/17/00017_00018_00000.png
75,74,6,6,69,68,8,Train/8/00008_00043_00029.png
41,39,6,6,35,34,4,Train/4/00004_00051_00013.png
44,48,6,6,39,43,15,Train/15/00015_00007_00027.png
40,40,6,6,35,35,12,Train/12/00012_00018_00010.png
104,103,10,9,95,94,7,Train/7/00007_00004_00029.png
58,57,5,6,53,52,31,Train/31/00031_00020_00022.png
33,28,6,5,28,23,11,Train/11/00011_00040_00002.png
80,75,7,7,72,69,37,Train/37/00037_00003_00029.png
52,49,5,5,46,43,22,Train/22/00022_00004_00022.png
34,33,6,5,29,28,12,Train/12/00012_00044_00004.png
28,28,6,5,23,23,5,Train/5/00005_00061_00004.png
28,27,6,5,22,22,2,Train/2/00002_00008_00001.png
52,53,6,5,47,48,2,Test/09362.png
43,43,6,5,38,38,1,Train/1/00001_00012_00016.png
41,41,6,6,36,36,2,Train/2/00002_00023_00020.png
28,31,5,6,22,26,5,Train/5/00005_00060_00009.png
56,59,5,6,51,53,38,Train/38/00038_00055_00012.png
73,71,7,7,66,65,35,Train/35/00035_00007_00025.png
47,48,6,6,42,43,20,Test/11394.png
58,61,5,6,52,55,33,Train/33/00033_00007_00012.png
36,36,6,6,31,31,1,Train/1/00001_00031_00009.png
28,30,5,6,23,25,35,Train/35/00035_00001_00003.png
52,61,6,6,46,56,34,Train/34/00034_00010_00024.png
32,33,6,6,27,28,10,Train/10/00010_00062_00008.png
39,39,6,5,34,34,5,Train/5/00005_00055_00015.png
36,37,5,6,31,32,18,Test/06159.png
32,32,6,5,27,27,20,Test/03143.png
31,30,5,5,26,25,8,Train/8/00008_00039_00001.png
41,41,5,5,36,36,10,Train/10/00010_00013_00011.png
42,42,5,5,37,37,1,Train/1/00001_00011_00016.png
86,87,7,8,79,80,15,Test/08757.png
39,39,6,6,34,34,12,Train/12/00012_00062_00000.png
26,26,6,6,21,21,10,Test/02233.png
48,47,5,5,43,42,5,Train/5/00005_00018_00029.png
70,69,7,6,64,63,18,Train/18/00018_00032_00016.png
45,45,5,5,40,40,14,Train/14/00014_00012_00010.png
123,122,10,11,113,112,16,Train/16/00016_00000_00024.png
42,43,5,6,37,38,2,Test/12182.png
74,67,7,6,68,61,25,Test/05281.png
47,44,5,6,42,39,21,Train/21/00021_00002_00018.png
31,31,6,5,26,26,38,Test/10269.png
50,56,5,6,45,51,7,Train/7/00007_00028_00029.png
83,93,7,9,76,85,9,Train/9/00009_00045_00025.png
32,31,6,5,27,26,2,Train/2/00002_00021_00006.png
34,33,6,5,29,28,12,Train/12/00012_00028_00010.png
74,69,6,7,68,63,29,Test/06279.png
33,32,6,5,28,27,32,Train/32/00032_00002_00006.png
27,29,5,5,22,24,17,Train/17/00017_00008_00010.png
47,41,5,5,42,36,10,Train/10/00010_00036_00024.png
31,31,5,5,26,26,38,Train/38/00038_00053_00006.png
27,27,5,5,22,22,16,Train/16/00016_00002_00003.png
